vector,label
"[-0.06229659 -0.01775429  0.4752012   0.23198451  0.28725433 -0.11200823
  0.41719314  0.52580863 -0.4984061  -0.1247804   0.6622075  -0.05058952
  0.40008578 -0.10984498  0.40685144  0.23332058  1.3215041  -0.38011116
 -0.5658975  -0.618046  ]",1
"[-0.18207346  0.01409926  0.5694796   0.15940878  0.18171018 -0.14386547
  0.46009097  0.5572921  -0.56340086  0.00245624  0.7858141  -0.0700129
  0.28554273 -0.24511045  0.32739148  0.24031384  1.407874   -0.2088457
 -0.50060576 -0.7251222 ]",0
"[-8.1796587e-02 -6.1437637e-02  6.1825800e-01 -3.9332427e-04
  2.3252741e-01 -2.1358137e-01  2.4713759e-01  5.6625754e-01
 -4.6071383e-01 -2.7315432e-02  6.8640745e-01 -1.6458018e-02
  3.7765589e-01 -2.2107665e-01  3.3402276e-01  1.8278739e-01
  1.3260083e+00 -2.5496817e-01 -4.8137167e-01 -6.8307197e-01]",0
"[ 0.0504361  -0.09560963  0.6708708   0.07154693  0.19051309 -0.15131344
  0.20268577  0.60335416 -0.40762514 -0.04438192  0.5560318   0.13247709
  0.39095592 -0.09500644  0.46802005  0.15289149  1.2031201  -0.3118424
 -0.45654562 -0.568312  ]",0
"[-0.18819098  0.03261439  0.57188064  0.09283154  0.3237046  -0.12250067
  0.21822265  0.65451103 -0.48660368 -0.07525683  0.700686   -0.11417846
  0.38589898 -0.23397158  0.2660331   0.17249997  1.4081762  -0.2363341
 -0.484738   -0.6102868 ]",0
"[-0.02113643 -0.00521885  0.67894     0.03093757  0.2447559  -0.1510891
  0.21663605  0.667138   -0.50534606 -0.10304029  0.6307915   0.11586522
  0.42771816 -0.15531762  0.34904388  0.11521397  1.2665647  -0.3016183
 -0.44411004 -0.56246716]",0
"[-0.06571965  0.04446507  0.62671506  0.05788134  0.21605814 -0.04682346
  0.31203294  0.71741295 -0.5674728  -0.00886208  0.63807476  0.0408695
  0.3350797  -0.20540722  0.26351485  0.2813719   1.1926367  -0.31836498
 -0.41418996 -0.60953283]",0
"[-0.11205386 -0.0166922   0.58739424  0.06449677  0.18666792 -0.11196794
  0.28625616  0.5225816  -0.5156572  -0.05297131  0.7467299  -0.01757797
  0.37204477 -0.22775806  0.37198502  0.22377813  1.2619623  -0.25216654
 -0.4642886  -0.63462377]",0
"[-0.11353103 -0.04370747  0.61884946  0.0276868   0.12839164 -0.13997541
  0.21361537  0.6461505  -0.5307657   0.02390255  0.7876254   0.00543594
  0.30096185 -0.20857331  0.34866166  0.20184629  1.209424   -0.26645938
 -0.41446033 -0.5986003 ]",0
"[-0.15731457  0.05078365  0.60233516 -0.04697801  0.26564795 -0.130247
  0.22253135  0.7282025  -0.44236478 -0.12956677  0.79317576 -0.07142147
  0.23556164 -0.25968164  0.23756713  0.2430512   1.3554798  -0.23425391
 -0.40421337 -0.6328944 ]",0
"[ 0.02118166 -0.09538648  0.6098539  -0.07082047  0.17710872 -0.13783439
  0.12687151  0.4089379  -0.42961887  0.04839249  0.56912476  0.135687
  0.47291788 -0.15740837  0.554676    0.1268029   1.1420316  -0.31485903
 -0.52718264 -0.60191244]",1
"[-0.04317902  0.03632762  0.72673875 -0.08659851  0.20629382 -0.1651004
  0.1943336   0.742395   -0.47216693 -0.057011    0.6847997   0.18497948
  0.36816338 -0.18356827  0.23042603  0.13094614  1.1901228  -0.23026678
 -0.40679753 -0.5821949 ]",0
"[-0.0511528   0.03836305  0.6376162  -0.01883813  0.23818955 -0.12194135
  0.25986972  0.7287984  -0.5251585  -0.1818558   0.6989696   0.12590659
  0.31907272 -0.2194998   0.28507036  0.05245135  1.3042856  -0.29816183
 -0.46436325 -0.6073993 ]",1
"[-0.1502072  -0.02257246  0.6211538   0.10388712  0.30948597 -0.1522304
  0.41734993  0.6929278  -0.49772874  0.02781732  0.66982526 -0.10339073
  0.3596999  -0.17171648  0.24639565  0.17041533  1.2713656  -0.34470987
 -0.42535645 -0.67015713]",1
"[-0.23501055 -0.03500663  0.58135575  0.05412981  0.18265374 -0.15524612
  0.32238987  0.5844721  -0.4460077  -0.00871746  0.7534675  -0.04731931
  0.37907436 -0.21917892  0.29389077  0.20105433  1.4071361  -0.18861236
 -0.48141998 -0.67826307]",0
"[-0.06833997  0.02549855  0.6323364  -0.09537246  0.18954143 -0.10990519
  0.26239568  0.6858854  -0.50716144 -0.08371241  0.66876245  0.02698707
  0.2955384  -0.21651939  0.2491319   0.12745783  1.2031418  -0.34413508
 -0.48747298 -0.6766738 ]",1
"[-0.1463969  -0.00862806  0.53682286  0.08397511  0.13412677 -0.08087005
  0.2763569   0.54892987 -0.6666624  -0.13894112  0.82565284  0.02494999
  0.4085812  -0.24692047  0.36669263  0.3064968   1.2776597  -0.21465288
 -0.6441123  -0.6702495 ]",1
"[-9.3126230e-02  1.1188989e-01  5.1250130e-01  3.9408658e-02
  3.4936872e-01 -1.1135157e-01  3.3179522e-01  5.2947688e-01
 -4.6720999e-01  1.9071368e-04  7.0335090e-01 -1.9753876e-01
  2.4276105e-01 -2.0519072e-01  3.6124915e-01  2.6835781e-01
  1.2796403e+00 -3.5679463e-01 -4.2029905e-01 -6.7415559e-01]",0
"[ 0.04573366  0.13178383  0.43225923 -0.19465896  0.3915667  -0.26047882
  0.3321286   0.6187111  -0.3304492  -0.12228959  0.7072315   0.08514757
  0.30901235 -0.18544224  0.32287937  0.24699979  1.1103213  -0.26981723
 -0.5006163  -0.763115  ]",1
"[-0.08755256 -0.10586479  0.5888782   0.03987108  0.26851422 -0.1132466
  0.35816473  0.6185748  -0.51674116 -0.08882707  0.7568126  -0.02265565
  0.298735   -0.19802918  0.28125447  0.31066474  1.3188018  -0.21255676
 -0.42631137 -0.7171905 ]",1
"[-0.03153001 -0.13508481  0.6922834  -0.03266606  0.12824911 -0.17792441
  0.2481293   0.5083356  -0.52626866 -0.08784051  0.61983806  0.03118715
  0.4017986  -0.20898768  0.47884548  0.14409216  1.2762097  -0.36605048
 -0.5483557  -0.58437175]",1
"[ 0.05625978 -0.03147874  0.6646808  -0.09363382  0.2251264  -0.19162473
  0.2386951   0.6218844  -0.41096205 -0.06359207  0.60450035  0.08100257
  0.37217304 -0.12055258  0.3693683   0.14352077  1.1376276  -0.33693442
 -0.4447575  -0.62277496]",0
"[-0.17442407 -0.03144355  0.6650363   0.06136043  0.12747021 -0.13910471
  0.40094423  0.72847897 -0.5545645  -0.01702814  0.76886237  0.01885078
  0.25142586 -0.21692765  0.28150153  0.21564114  1.3593833  -0.18276253
 -0.4300011  -0.6668106 ]",0
"[-0.09599221 -0.0430758   0.6970204   0.02514299  0.08960297 -0.01250698
  0.17454672  0.6869844  -0.5706184  -0.04916694  0.6601782   0.09335072
  0.33998042 -0.18595321  0.4228347   0.22005035  1.1784418  -0.2699611
 -0.4194093  -0.56452864]",0
"[-0.09611218  0.11349699  0.62382567  0.18125078  0.28095445 -0.19923733
  0.2214191   0.6693153  -0.35687646 -0.10201367  0.8312682   0.21398918
  0.3672219  -0.18283054  0.25115597  0.24695598  1.2888631  -0.09020369
 -0.25109366 -0.7559451 ]",1
"[-0.06694999 -0.03422488  0.5934246  -0.11779802  0.21559101 -0.14458044
  0.21927093  0.6149153  -0.53530836 -0.11761341  0.70760167  0.08896998
  0.4327292  -0.22821426  0.34642068  0.15458791  1.2911079  -0.20936161
 -0.5091905  -0.6191414 ]",1
"[-0.11472968 -0.09382373  0.69709367  0.09313539  0.17326526 -0.22503905
  0.22051202  0.63082474 -0.50105125 -0.05176579  0.62875134  0.03911823
  0.43962893 -0.17024745  0.34020236  0.09377256  1.2934017  -0.32102713
 -0.5352046  -0.5555675 ]",0
"[ 0.00948445 -0.03349663  0.6507585  -0.0519863   0.20156309 -0.18984178
  0.2889166   0.61258864 -0.5310059  -0.08728064  0.670908    0.07030418
  0.41482553 -0.16041797  0.34997737  0.15326206  1.2246891  -0.29040188
 -0.46108717 -0.62983936]",0
"[-0.06162633  0.00180307  0.5937985   0.0359246   0.24263638 -0.18156727
  0.33213598  0.6652036  -0.50992924 -0.09742399  0.7307373  -0.03872021
  0.34711552 -0.24101833  0.28633016  0.17283404  1.2744496  -0.27327895
 -0.4576311  -0.6748771 ]",0
"[-0.06253736 -0.01871998  0.59625417  0.03702283  0.158445   -0.19559088
  0.3010475   0.6543637  -0.5924325  -0.11741518  0.77819306  0.03490541
  0.36383414 -0.23019974  0.34234387  0.19981311  1.3545322  -0.168882
 -0.51122427 -0.6178989 ]",0
"[-0.10645249 -0.03901925  0.5743863  -0.0496387   0.27996978 -0.0946705
  0.27449074  0.6001525  -0.48234287 -0.03481094  0.7027941   0.00200109
  0.37663344 -0.21033727  0.37375     0.18092857  1.2359351  -0.28704268
 -0.4637779  -0.65541434]",0
"[-0.11942775 -0.05026391  0.6360115  -0.00556906  0.14423518 -0.1271658
  0.2463569   0.70136386 -0.5305986  -0.0154104   0.7234554   0.04629197
  0.3101989  -0.19894081  0.310338    0.21776119  1.2365906  -0.26936847
 -0.418675   -0.6011272 ]",0
"[-0.11401248 -0.02432933  0.68906766  0.04124622  0.06305218 -0.23337339
  0.35746288  0.5362407  -0.46094814  0.06387776  0.7714831   0.08861463
  0.31082284 -0.24160485  0.36087385  0.19664401  1.2484465  -0.214872
 -0.5193701  -0.62574744]",1
"[-0.1219497   0.02698305  0.6240295  -0.00798588  0.14776225 -0.1972714
  0.33149317  0.57714343 -0.5826442  -0.03534419  0.85509914 -0.02749291
  0.29318184 -0.27462062  0.34977964  0.18603493  1.3283373  -0.17461643
 -0.4937229  -0.6984029 ]",0
"[-1.3978632e-01  7.1101175e-03  6.1992180e-01  2.9777072e-04
  1.9242695e-01 -7.1046047e-02  2.4562746e-01  6.1621386e-01
 -5.4741490e-01 -3.8062755e-02  6.9374853e-01  4.8173826e-02
  4.0814039e-01 -1.9844043e-01  3.3731246e-01  1.8686816e-01
  1.2843421e+00 -2.5678238e-01 -4.6565557e-01 -5.9205872e-01]",0
"[-0.05428804 -0.1242425   0.5615937   0.0163819   0.3147567  -0.25350204
  0.32268724  0.6044956  -0.3400663  -0.14452209  0.70835835 -0.16481753
  0.21853307 -0.21904634  0.30075088  0.29879382  1.4361657  -0.30727053
 -0.3757276  -0.7330062 ]",0
"[-0.04916441  0.09637117  0.72001547 -0.00474444  0.19928415 -0.17907359
  0.23524256  0.69226736 -0.5093737  -0.05850695  0.7002997   0.10110845
  0.3210125  -0.24415867  0.3034925   0.0511218   1.2285115  -0.26574114
 -0.42160082 -0.59541076]",1
"[-0.27031353 -0.14079273  0.46268412  0.04161362  0.21723439 -0.08046046
  0.3164221   0.63065827 -0.5092529   0.02576948  0.8492411  -0.15061079
  0.19185524 -0.29076153  0.28755572  0.18849987  1.3500776  -0.33026868
 -0.4480233  -0.7129602 ]",1
"[-0.12156558  0.00905044  0.6367747   0.11659267  0.16520995 -0.11893531
  0.29683208  0.6667732  -0.51743126 -0.07136863  0.7140658  -0.04348858
  0.29720998 -0.17008986  0.33400756  0.15401667  1.3559709  -0.3318737
 -0.43507174 -0.6144784 ]",1
"[-0.07484823 -0.02167734  0.61288947 -0.03720958  0.17707427 -0.11323618
  0.16947588  0.57703334 -0.44770634 -0.05646332  0.7812589   0.15838371
  0.36882335 -0.22418083  0.34327927  0.11994959  1.2556566  -0.18711336
 -0.50225943 -0.6307105 ]",1
"[-0.08852219  0.02218347  0.63231635  0.04369918  0.17712636 -0.15729804
  0.28939748  0.6394089  -0.5990822  -0.1067642   0.73345375  0.03224108
  0.27977547 -0.24682969  0.34830692  0.15734784  1.3301872  -0.28678626
 -0.4738405  -0.60853374]",0
"[-0.12126289  0.01931918  0.6586269   0.0419878   0.23796394 -0.11507319
  0.31223154  0.69028765 -0.50457597  0.02207644  0.7107498  -0.00647947
  0.25586903 -0.18261825  0.29760763  0.16192469  1.2559084  -0.31901336
 -0.3894195  -0.632134  ]",0
"[ 0.04963089 -0.03162594  0.737006    0.0580321   0.13287078 -0.10783795
  0.21279415  0.6239833  -0.4143871  -0.1554138   0.5869366   0.2596508
  0.3258879  -0.08315399  0.51235086  0.09954104  1.2510443  -0.283818
 -0.4149361  -0.51822954]",0
"[-0.08173329  0.0468044   0.6529839   0.07596307  0.1743764  -0.12892926
  0.226408    0.6480242  -0.4991693  -0.05734831  0.68073314  0.10868751
  0.31477532 -0.1768541   0.3583475   0.1849985   1.2862517  -0.22672315
 -0.42950273 -0.5892041 ]",1
"[ 0.0688914  -0.05114433  0.56690353 -0.01223996  0.27931058 -0.13296238
  0.19873242  0.6050642  -0.346431   -0.03843084  0.5821344   0.1899151
  0.41671324 -0.11889207  0.41045275  0.08062617  1.1694655  -0.31527713
 -0.4724313  -0.6048149 ]",1
"[-0.15026529  0.01236466  0.6775071  -0.02392407  0.18354052 -0.11274656
  0.25849232  0.73237664 -0.453634   -0.06706796  0.661237    0.15819101
  0.33911613 -0.19531845  0.27914178  0.13179046  1.2644501  -0.22683105
 -0.43167618 -0.5893871 ]",1
"[-0.07841383  0.00934111  0.7134298   0.03408132  0.24895243 -0.09476004
  0.1998822   0.7504889  -0.45701897 -0.05606697  0.6305892   0.13680635
  0.27394387 -0.1677337   0.30300125  0.07529069  1.2006584  -0.31101164
 -0.3466307  -0.58960986]",1
"[ 0.05867208 -0.07135607  0.67900425 -0.00899256  0.1639464  -0.16651666
  0.25090218  0.6545248  -0.4495951  -0.10062449  0.60442525  0.14507021
  0.34376162 -0.12515537  0.41339922  0.09656791  1.1896105  -0.3415905
 -0.41412354 -0.5918111 ]",0
"[-0.09636384 -0.0525223   0.5045748   0.10127565  0.39163873 -0.12801255
  0.4597749   0.6173165  -0.35449922  0.00230569  0.6461815  -0.12826936
  0.3358     -0.12192626  0.3339435   0.32086283  1.3288656  -0.23168068
 -0.53100556 -0.6749779 ]",0
"[ 0.01315426 -0.05237495  0.5933299   0.05139228  0.21762122 -0.10444122
  0.2815232   0.48647237 -0.4091016  -0.01970834  0.6554233   0.13444912
  0.40222767 -0.17023504  0.5243743   0.15916727  1.1999717  -0.26707095
 -0.4860102  -0.5949356 ]",1
"[ 0.00488476 -0.08002982  0.68448275 -0.02645374  0.03277579 -0.27001742
  0.3561599   0.4072597  -0.5307697  -0.00189028  0.905434   -0.09268145
  0.30726075 -0.27762556  0.25107855  0.2524778   1.5227398   0.07723166
 -0.41824397 -0.84156716]",0
"[-0.0627488  -0.08706781  0.7216523  -0.04314569  0.18759462 -0.17045237
  0.20377263  0.71076345 -0.4587758   0.00122771  0.64649093  0.02311588
  0.29211685 -0.18626796  0.3369194   0.09406754  1.18464    -0.35818604
 -0.38603526 -0.5733252 ]",0
"[-1.0271103e-01  3.3725696e-03  6.8898284e-01 -1.0493434e-03
  1.6197622e-01 -2.2657804e-01  2.8533033e-01  5.8723772e-01
 -5.7063216e-01 -7.7343717e-02  7.2394836e-01 -1.7048014e-02
  3.7038869e-01 -2.0590150e-01  3.4503722e-01  1.5055014e-01
  1.2934847e+00 -3.1531280e-01 -4.5251027e-01 -6.3229942e-01]",1
"[-0.11481237 -0.05967374  0.6891661  -0.03142934  0.24395622 -0.03127711
  0.2735061   0.79049265 -0.43052334 -0.02107985  0.636456    0.13454546
  0.30810875 -0.19308023  0.2459346   0.05653091  1.1551502  -0.36000648
 -0.3472259  -0.6262524 ]",1
"[-0.16497716 -0.0072774   0.63247824 -0.06174912  0.2332263  -0.12617306
  0.22633852  0.6668906  -0.49533272 -0.09695127  0.6968472   0.01750694
  0.37377658 -0.24151956  0.34890595  0.11699791  1.3298222  -0.25834608
 -0.43141547 -0.65589994]",0
"[-0.05647139 -0.04861571  0.6216905  -0.01988837  0.18728696 -0.12832884
  0.22921218  0.62867445 -0.49493632 -0.06604858  0.68704116  0.08535714
  0.4330977  -0.1943547   0.3319355   0.13959406  1.2802398  -0.24026763
 -0.47354102 -0.6465813 ]",1
"[-0.18287277  0.00943567  0.570658    0.0016618   0.2123247  -0.23189224
  0.33177343  0.473385   -0.59220546 -0.01429345  0.85690683 -0.15726423
  0.36793762 -0.37136582  0.29802305  0.21553558  1.4210656  -0.20473465
 -0.5435544  -0.76738256]",1
"[-0.14366432 -0.03203102  0.63990146  0.06038298  0.2277002  -0.16779113
  0.3087573   0.55118006 -0.5064051  -0.00702443  0.7349004  -0.00301057
  0.34937307 -0.24993819  0.35439593  0.22387141  1.3583084  -0.19000228
 -0.5011875  -0.62520474]",0
"[-0.180395    0.01077454  0.58212894 -0.03608043  0.16796488 -0.15227927
  0.32772985  0.60251933 -0.5791419   0.01045448  0.79475075 -0.0240261
  0.30735788 -0.2530386   0.33196005  0.24774238  1.3233986  -0.21348813
 -0.49713686 -0.6096958 ]",0
"[-0.07028652 -0.09309731  0.70657164  0.01882203  0.12878346 -0.11376478
  0.18777356  0.6283511  -0.56581146 -0.08683769  0.66404915  0.07332695
  0.39160317 -0.17616503  0.39345545  0.11710966  1.2383208  -0.33987978
 -0.4877723  -0.5608457 ]",0
"[-2.6346171e-02  4.4192646e-02  6.9768238e-01 -9.8331249e-04
  1.8308701e-01 -2.3650780e-02  2.8469795e-01  6.7470002e-01
 -4.6806115e-01 -1.7380174e-02  6.4925349e-01  2.1542802e-01
  3.2542613e-01 -1.3652033e-01  3.1445897e-01  1.2824667e-01
  1.1273267e+00 -2.5904965e-01 -3.8280356e-01 -6.2126845e-01]",0
"[ 0.0411888   0.07111513  0.54651845  0.14673734  0.35578978  0.04299626
  0.23565006  0.6983144  -0.40733913 -0.02119966  0.6712438   0.21084519
  0.31258634 -0.11074889  0.3742618   0.12049473  1.0794413  -0.2788117
 -0.3307194  -0.6660303 ]",1
"[-0.09854348 -0.01445389  0.5758025   0.02941282  0.19414967 -0.17729682
  0.3004236   0.6022087  -0.54686296 -0.14789599  0.77766764  0.01848073
  0.3624483  -0.25770357  0.32553872  0.2589127   1.4090836  -0.16301975
 -0.54375803 -0.6682908 ]",1
"[-0.10417832 -0.03995582  0.6844064  -0.01249857  0.09396    -0.12508447
  0.22617178  0.621968   -0.5393793  -0.10737324  0.7053139   0.0653697
  0.3194899  -0.2089956   0.425735    0.17019422  1.245268   -0.2695414
 -0.45535356 -0.5911879 ]",0
"[-0.08368939  0.07814827  0.5781853  -0.06094258  0.33886877 -0.2014325
  0.28166732  0.642469   -0.41610134 -0.16887167  0.6853345   0.03461925
  0.2983276  -0.21364352  0.2607597   0.22767447  1.375928   -0.23149434
 -0.46635023 -0.6359675 ]",1
"[-0.0144423   0.02233512  0.65553766 -0.01949492  0.20695627 -0.18669958
  0.21672872  0.6083747  -0.4636541  -0.01868303  0.6600186   0.06914198
  0.3491809  -0.181256    0.35383847  0.1538608   1.2197344  -0.31275517
 -0.46266946 -0.5801535 ]",0
"[-0.18277016 -0.06391405  0.5925371  -0.00173326  0.1761886  -0.13665667
  0.27928862  0.6842131  -0.56959563 -0.06969697  0.7864203  -0.06724457
  0.32752538 -0.21091342  0.26442745  0.21471159  1.366175   -0.24088867
 -0.47081384 -0.64129895]",0
"[-8.2151145e-02 -1.0940514e-03  6.9660389e-01  9.3847085e-03
  2.1074681e-01 -1.0733610e-01  1.9432950e-01  6.9086802e-01
 -5.5245036e-01 -3.3475447e-02  6.7320919e-01  1.0638254e-01
  3.8251433e-01 -1.8534328e-01  3.0025461e-01  2.0546710e-01
  1.2354975e+00 -2.2063182e-01 -4.0878728e-01 -5.8164424e-01]",0
"[-0.05820592  0.00989699  0.66203254 -0.03693658  0.1874057  -0.06809276
  0.21158771  0.70514184 -0.5485833  -0.102387    0.7236508   0.03810147
  0.2972105  -0.18333638  0.30879232  0.16542137  1.1621937  -0.33071318
 -0.39525253 -0.6106209 ]",0
"[-0.13880862 -0.07133913  0.6870518   0.05098254  0.21686208 -0.08659157
  0.20499012  0.6722186  -0.57506955 -0.1037131   0.6704198  -0.10675251
  0.34307674 -0.22120067  0.3380474   0.19186579  1.2916095  -0.34628314
 -0.4167516  -0.5975235 ]",0
"[-0.18845604 -0.01734792  0.6169416   0.08205521  0.19160634 -0.05238415
  0.3129648   0.63025916 -0.56573373 -0.05437067  0.69095844  0.07254168
  0.33256298 -0.18214647  0.35794938  0.19315886  1.3348452  -0.1940897
 -0.48121986 -0.6290549 ]",1
"[-0.06259114 -0.03029251  0.6269492  -0.02560831  0.17458807 -0.1968518
  0.25824514  0.6707802  -0.50111383 -0.12629938  0.69546     0.03060375
  0.32067844 -0.1587242   0.30209905  0.19718236  1.2776899  -0.31259438
 -0.42989454 -0.59154904]",0
"[-0.07074016  0.03086136  0.56769913  0.01408001  0.27361447 -0.1410951
  0.31209943  0.55576664 -0.45945612 -0.0749925   0.7130003   0.0302974
  0.40468022 -0.25982916  0.3539031   0.22300407  1.3177454  -0.2383542
 -0.49198443 -0.62247396]",1
"[-7.4931122e-02 -6.8645954e-02  6.8023866e-01 -8.7902620e-02
  1.1384007e-01 -1.8481328e-01  2.7413648e-01  6.3412660e-01
 -5.1995301e-01 -9.3146875e-05  7.4918669e-01  5.7340652e-02
  3.1266019e-01 -2.3254837e-01  3.5417560e-01  1.6481480e-01
  1.2135704e+00 -2.2616519e-01 -4.5292428e-01 -6.3909805e-01]",1
"[ 5.5409010e-02 -1.2303727e-04  6.3781208e-01 -9.5198765e-02
  2.0559978e-01 -4.9423143e-02  1.0190278e-01  6.0992765e-01
 -4.4746438e-01 -4.7365751e-02  6.4464211e-01  2.1806568e-01
  3.6283511e-01 -1.3764846e-01  4.2893118e-01  8.0225222e-02
  1.1065426e+00 -2.8757718e-01 -4.1400108e-01 -6.0053468e-01]",0
"[-0.06419875 -0.14439835  0.6372246  -0.04769895  0.234977   -0.14983568
  0.2553787   0.59586793 -0.5463312  -0.00435753  0.70260924 -0.06013519
  0.43459338 -0.17976941  0.34927788  0.24912728  1.2882286  -0.21870132
 -0.49842018 -0.62840605]",1
"[-7.04001710e-02  9.65060244e-05  6.44616425e-01  7.05361068e-02
  1.03037775e-01 -1.52085975e-01  2.67829835e-01  5.94174981e-01
 -5.94897985e-01 -3.85633111e-02  7.06389666e-01  3.32131460e-02
  3.60644728e-01 -2.42167190e-01  3.92180711e-01  1.59050256e-01
  1.28595662e+00 -3.13224107e-01 -4.45814073e-01 -5.77535331e-01]",0
"[-0.08771607  0.04183856  0.6064274   0.06677022  0.17587042 -0.11805109
  0.23899345  0.5684199  -0.5467026  -0.102396    0.71380717 -0.01054495
  0.31606773 -0.24546024  0.3905152   0.22576842  1.2746671  -0.3048485
 -0.44171506 -0.61944735]",1
"[-0.10435694 -0.04751369  0.62173176  0.02945782  0.158018   -0.1327462
  0.23418017  0.6167436  -0.58237636 -0.10750359  0.66816133  0.06638589
  0.39154196 -0.16432817  0.3818449   0.19620845  1.3248819  -0.29775798
 -0.48230517 -0.5433502 ]",0
"[-0.08704267  0.03314878  0.62252843 -0.02588276  0.2480068  -0.10706112
  0.1931319   0.66957617 -0.43851182 -0.06990648  0.6904907   0.07662468
  0.32455143 -0.16960178  0.30718717  0.1671613   1.2209718  -0.3011505
 -0.39252967 -0.5921151 ]",0
